,Primacy Agency,PWSID,PWS Name,Reported System Size,Service Lines,1. Service lines that contain any lead pipe,2. Service lines that do not contain any lead pipe but have lead connectors,3a. Service lines that contain galvanized pipe and were previously downstream from a lead source,3b. Service lines that contain galvanized pipe that have never been downstream from any lead source,4a. Service lines that do not contain any lead pipe or galvanized pipe and that do not have lead connectors,4b. Service lines for which the material makeup of the service line and of the connector are not known,Not reported,Total,COUNTY_FIPS,STATE_FIPS,FIPS
3018,TN,TN0000522,OAK RIDGE DEPT OF PUBLIC WORKS,Medium,15351,0,153.0,0,0,0.0,15198,0,15351,000,47,47000
3019,TN,TN0000530,OLD KNOXVILLE HWY U D,Medium,6496,0,0.0,0,0,3248.0,3248,0,6496,000,47,47000
3020,TN,TN0000531,CUMBERLAND UTILITY DISTRICT,Medium,4486,0,0.0,0,0,0.0,4486,0,4486,000,47,47000
3021,TN,TN0000533,TURNEY CENTER,Small,11,0,0.0,0,0,11.0,0,0,11,000,47,47000
3022,TN,TN0000540,NORTHEAST HENRY CO UTIL DIS,Medium,2122,0,0.0,0,0,0.0,2122,0,2122,000,47,47000
3023,TN,TN0000548,PIGEON FORGE WATER DEPARTMENT,Medium,5159,0,0.0,0,0,0.0,5159,0,5159,000,47,47000
3024,TN,TN0000557,WEST CUMBERLAND U.D.,Medium,4880,0,0.0,0,0,2440.0,2440,0,4880,000,47,47000
3025,TN,TN0000559,PORTLAND WATER SYSTEM,Medium,7926,0,0.0,0,0,0.0,7926,0,7926,000,47,47000
3026,TN,TN0000580,RIPLEY WATER SYSTEM,Medium,3358,0,0.0,0,0,0.0,3358,0,3358,000,47,47000
3027,TN,TN0000581,LAUDERDALE CO WATER SYSTEM,Medium,4025,0,0.0,0,10,4000.0,15,0,4025,000,47,47000
3028,TN,TN0000596,LAKEVIEW UD WEST,Small,1093,0,0.0,0,0,1093.0,0,0,1093,000,47,47000
3029,TN,TN0000600,RUTLEDGE WATER SYSTEM,Small,696,0,0.0,0,20,676.0,0,0,696,000,47,47000
3030,TN,TN0000628,SHELBYVILLE WATER SYSTEM,Medium,11533,0,0.0,0,0,0.0,11533,0,11533,000,47,47000
3031,TN,TN0000639,SMYRNA WATER SYSTEM,Medium,16435,0,450.0,220,8500,4435.0,2830,0,16435,000,47,47000
3032,TN,TN0000645,SECOND SOUTH CHEATHAM U.D.,Medium,3451,0,0.0,0,0,0.0,3451,0,3451,000,47,47000
3033,TN,TN0000648,SOUTH FULTON WATER SYSTEM,Medium,1648,0,0.0,0,0,0.0,1648,0,1648,000,47,47000
3034,TN,TN0000651,SOUTH PITTSBURG WATER SYSTEM,Medium,3386,0,0.0,0,4,1937.0,1445,0,3386,000,47,47000
3035,TN,TN0000653,BON DE CROFT UTILITY DISTRICT,Medium,1535,0,0.0,0,0,0.0,0,1535,1535,000,47,47000
3036,TN,TN0000691,SYLVIA-TENN CITY-POND U. D.,Medium,2100,0,0.0,0,300,1500.0,300,0,2100,000,47,47000
3037,TN,TN0000693,TELLICO PLAINS WATER DEPT,Medium,2271,0,0.0,0,0,0.0,2271,0,2271,000,47,47000
3038,TN,TN0000715,TULLAHOMA UTILITIES AUTHORITY,Medium,11000,0,0.0,0,0,0.0,11000,0,11000,000,47,47000
3039,TN,TN0000726,TELLICO AREA SERVICES SYSTEM,Medium,10224,0,240.0,372,0,4686.0,4926,0,10224,000,47,47000
3040,TN,TN0000743,WEST WILSON UTILITY DISTRICT,Medium,25701,0,0.0,0,0,0.0,25701,0,25701,000,47,47000
3041,TN,TN0000745,WHITE HOUSE UTILITY DISTRICT,Large,38698,0,0.0,0,0,0.0,38698,0,38698,000,47,47000
3042,TN,TN0000761,NEW CANTON UTILITY DISTRICT,Small,212,0,0.0,0,0,212.0,0,0,212,000,47,47000
3043,TN,TN0000764,LINCOLN CO BD OF P.U. #1,Medium,9095,0,0.0,0,0,0.0,9095,0,9095,000,47,47000
3044,TN,TN0000765,BARTLETT WATER SYSTEM,Medium,22119,0,0.0,0,0,0.0,22119,0,22119,000,47,47000
3045,TN,TN0000791,CONSOLIDATED U D OF RUTHERFORD,Large,66225,0,0.0,0,0,66225.0,0,0,66225,000,47,47000
3046,TN,TN0000821,DUCK RIVER UTILITY COMMISSION,Medium,2,0,0.0,0,0,2.0,0,0,2,000,47,47000
3047,TN,TN0000831,HIWASSEE UTILITY COMMISSION,Large,4,0,0.0,0,0,0.0,0,4,4,000,47,47000
3048,TN,TN0000871,TELLICO VILLAGE POA,Medium,5237,0,0.0,0,0,5087.0,150,0,5237,000,47,47000
3049,TN,TN0000872,WATTS BAR UTILITY DISTRICT,Medium,9155,0,0.0,0,0,9155.0,0,0,9155,000,47,47000
3050,TN,TN0000929,CUNNINGHAM EAST MONT WAT TR PL,Medium,2,0,0.0,0,0,0.0,0,2,2,000,47,47000
3051,TN,TN0000939,FIRST U.D. OF HAWKINS CO #2,Small,262,0,0.0,0,0,262.0,0,0,262,000,47,47000
3052,TN,TN0000958,The system is no longer a PWS. No PWSID listed in SDWIS-Fed.,Small,39,0,0.0,0,0,0.0,0,39,39,000,47,47000
3053,TN,TN0002618,BAYS MTN PARK WATER SYSTEM,Small,19,0,0.0,0,10,9.0,0,0,19,002,47,47002
3054,TN,TN0003524,CEDAR GROVE BAPTIST CHURCH,Small,1,0,0.0,0,0,0.0,0,1,1,003,47,47003
3055,TN,TN0008271,GATEWAY VILLAGE WATER SYSTEM,Small,75,0,0.0,0,0,75.0,0,0,75,008,47,47008
3056,TN,TN0008288,LAKEVIEW UD EAST,Small,605,0,0.0,0,0,605.0,0,0,605,008,47,47008
3057,TX,TX0000001,COLORADO RIVER MUNICIPAL WATER DISTRICT,Large,12,0,0.0,0,0,0.0,0,12,12,000,48,48000
3058,TX,TX0100015,MEDINA CHILDRENS HOME,Small,69,0,0.0,0,0,69.0,0,0,69,100,48,48100
3059,TX,TX0100039,ENCHANTED RIVER ESTATES,Small,152,0,0.0,0,0,152.0,0,0,152,100,48,48100
3060,TX,TX0100041,MEDINA HIGHLANDS,Small,5,0,0.0,0,0,5.0,0,0,5,100,48,48100
3061,TX,TX0100059,PECAN GROVE,Small,47,0,0.0,0,0,47.0,0,0,47,100,48,48100
3062,TX,TX0100062,RANCH HILLS WSC,Small,41,0,0.0,0,0,41.0,0,0,41,100,48,48100
3063,TX,TX0100091,CIELO RIO RANCH WATER SYSTEM,Small,35,0,0.0,0,0,35.0,0,0,35,100,48,48100
3064,TX,TX0110013,AQUA WSC,Medium,21837,0,0.0,0,0,21837.0,0,0,21837,110,48,48110
3065,TX,TX0140006,CITY OF KILLEEN,Large,59221,0,0.0,0,0,0.0,0,59221,59221,140,48,48140
3066,TX,TX0140016,BELL COUNTY WCID 1,Large,97245,0,0.0,0,0,0.0,0,97245,97245,140,48,48140
3067,TX,TX0150018,SAN ANTONIO WATER SYSTEM,Large,473333,0,0.0,0,0,0.0,0,473333,473333,150,48,48150
3068,TX,TX0150434,CADENCE ACADEMY,Small,1,0,0.0,0,0,0.0,0,1,1,150,48,48150
3069,TX,TX0150562,WATER EXPLORATION STEIN ROGER WELL FIELD,Large,1,0,0.0,0,0,0.0,0,1,1,150,48,48150
3070,TX,TX0200008,CITY OF PEARLAND,Large,39700,0,0.0,0,0,0.0,0,39700,39700,200,48,48200
3071,TX,TX0200497,BRAZOSPORT WATER AUTHORITY,Large,16,0,0.0,0,0,0.0,0,16,16,200,48,48200
3072,TX,TX0210001,CITY OF BRYAN,Medium,8650,894,0.0,0,0,2711.0,5045,0,8650,210,48,48210
3073,TX,TX0210002,CITY OF COLLEGE STATION,Large,28330,0,0.0,0,0,28330.0,0,0,28330,210,48,48210
3074,TX,TX0210017,TEXAS A&M UNIVERSITY MAIN CAMPUS,Medium,688,0,0.0,41,2,566.0,79,0,688,210,48,48210
3075,TX,TX0230004,MACKENZIE MUNICIPAL WATER AUTHORITY,Medium,42,0,0.0,0,0,0.0,0,42,42,230,48,48230
3076,TX,TX0270053,CAMP LONGHORN INDIAN SPRINGS,Small,1,0,0.0,0,0,0.0,0,1,1,270,48,48270
3077,TX,TX0280012,TRI COMMUNITY WSC,Small,568,0,0.0,0,0,568.0,0,0,568,280,48,48280
3078,TX,TX0280013,MARTINDALE WSC,Small,1071,0,0.0,0,0,1071.0,0,0,1071,280,48,48280
3079,TX,TX0280020,POLONIA WSC SOUTH,Small,564,0,0.0,0,0,564.0,0,0,564,280,48,48280
3080,TX,TX0310001,BROWNSVILLE PUBLIC UTILITIES BOARD,Large,64769,0,0.0,0,0,0.0,0,64769,64769,310,48,48310
3081,TX,TX0310002,HARLINGEN WATER WORKS SYSTEM,Medium,29615,0,0.0,0,0,0.0,29615,0,29615,310,48,48310
3082,TX,TX0310150,SOUTHMOST REGIONAL WATER AUTHORITY,Medium,3,0,0.0,0,0,0.0,0,3,3,310,48,48310
3083,TX,TX0310152,NORTH CAMERON REGIONAL WATER TREATMENT PLANT,Medium,2,0,0.0,0,0,0.0,0,2,2,310,48,48310
3084,TX,TX0360115,HUGO POINT PARK,Small,2,0,0.0,0,0,2.0,0,0,2,360,48,48360
3085,TX,TX0430005,CITY OF FRISCO,Large,64200,0,0.0,0,0,63000.0,1200,0,64200,430,48,48430
3086,TX,TX0430007,CITY OF PLANO,Large,128016,0,0.0,0,0,0.0,0,128016,128016,430,48,48430
3087,TX,TX0430025,CITY OF ALLEN,Large,34336,0,0.0,0,0,5464.0,28872,0,34336,430,48,48430
3088,TX,TX0430039,CITY OF MCKINNEY,Large,74318,0,0.0,0,0,0.0,0,74318,74318,430,48,48430
3089,TX,TX0430044,NORTH TEXAS MWD WYLIE WTP,Large,626472,0,0.0,0,0,0.0,0,626472,626472,430,48,48430
3090,TX,TX0430045,CITY OF PARKER,Medium,1783,0,0.0,0,0,1783.0,0,0,1783,430,48,48430
3091,TX,TX0460239,GBRA WESTERN CANYON WATER SUPPLY,Small,9,0,0.0,0,0,0.0,0,9,9,460,48,48460
3092,TX,TX0570004,DALLAS WATER UTILITY,Large,317735,0,0.0,0,0,317735.0,0,0,317735,570,48,48570
3093,TX,TX0570010,CITY OF GARLAND,Large,88526,0,0.0,0,0,70000.0,18526,0,88526,570,48,48570
3094,TX,TX0570014,CITY OF MESQUITE,Large,43000,0,0.0,0,0,43000.0,0,0,43000,570,48,48570
3095,TX,TX0570015,CITY OF RICHARDSON,Large,47730,0,0.0,0,0,0.0,0,47730,47730,570,48,48570
3096,TX,TX0570034,CITY OF CARROLLTON,Large,36201,0,0.0,0,0,0.0,36201,0,36201,570,48,48570
3097,TX,TX0570040,CITY OF COPPELL,Medium,16418,0,0.0,0,0,16418.0,0,0,16418,570,48,48570
3098,TX,TX0570048,CITY OF GRAND PRAIRIE,Large,72483,0,0.0,0,0,0.0,0,72483,72483,570,48,48570
3099,TX,TX0570050,CITY OF IRVING,Large,51916,0,0.0,0,0,21559.0,30357,0,51916,570,48,48570
3100,TX,TX0570136,DALLAS FORT WORTH AIRPORT,Large,260,0,0.0,0,0,0.0,0,260,260,570,48,48570
3101,TX,TX0610002,CITY OF DENTON,Large,40392,0,0.0,0,0,0.0,0,40392,40392,610,48,48610
3102,TX,TX0610004,CITY OF LEWISVILLE,Large,24264,0,0.0,0,0,23498.0,766,0,24264,610,48,48610
3103,TX,TX0610029,LAKE CITIES MUNICIPAL UTILITY AUTHORITY,Medium,5511,0,0.0,0,0,0.0,5511,0,5511,610,48,48610
3104,TX,TX0610213,UTRWD REGIONAL WATER TREATMENT PLANT,Large,71767,0,0.0,0,0,0.0,0,71767,71767,610,48,48610
3105,TX,TX0680002,CITY OF ODESSA,Large,40446,0,0.0,0,0,0.0,0,40446,40446,680,48,48680
3106,TX,TX0700005,CITY OF MIDLOTHIAN,Large,91206,0,0.0,0,0,0.0,0,91206,91206,700,48,48700
3107,TX,TX0710002,EL PASO WATER UTILITIES PUBLIC SERVICE B,Large,216110,0,0.0,0,0,0.0,216110,0,216110,710,48,48710
3108,TX,TX0790005,CITY OF SUGAR LAND,Medium,40000,0,0.0,0,0,30000.0,10000,0,40000,790,48,48790
3109,TX,TX0790511,NORTH FORT BEND WATER AUTHORITY,Large,2676,0,0.0,0,0,0.0,0,2676,2676,790,48,48790
3110,TX,TX0840007,CITY OF LEAGUE CITY,Large,41561,0,0.0,0,0,0.0,0,41561,41561,840,48,48840
3111,TX,TX0840153,GULF COAST WATER AUTHORITY TX CITY,Large,20,0,0.0,0,0,0.0,0,20,20,840,48,48840
3112,TX,TX0910064,SOUTH GRAYSON SUD,Medium,1705,0,0.0,0,0,1705.0,0,0,1705,910,48,48910
3113,TX,TX0910081,MARILEE SUD,Medium,1909,0,0.0,0,0,1909.0,0,0,1909,910,48,48910
3114,TX,TX0910148,GREATER TEXOMA UTILITY AUTHORITY,Medium,8,0,0.0,0,0,0.0,0,8,8,910,48,48910
3115,TX,TX0920004,CITY OF LONGVIEW,Large,39334,0,0.0,0,0,0.0,0,39334,39334,920,48,48920
3116,TX,TX0920021,TRYON ROAD SUD,Medium,3220,0,0.0,0,0,3220.0,0,0,3220,920,48,48920
3117,TX,TX0920023,EJ WATER COMPANY,Small,130,0,0.0,0,0,0.0,0,130,130,920,48,48920
3118,TX,TX0940029,LAGO VISTA WATER SYSTEM,Small,16,0,0.0,0,0,16.0,0,0,16,940,48,48940
3119,TX,TX0940085,OAK HILLS RANCH WATER,Small,197,0,0.0,0,0,0.0,197,0,197,940,48,48940
3120,TX,TX0940091,CRWA LAKE DUNLAP WTP,Large,56969,0,0.0,0,0,0.0,0,56969,56969,940,48,48940
3121,TX,TX0940094,SCHERTZ SEGUIN LOCAL GOVERNMENT CORPORAT,Large,14,0,0.0,0,0,0.0,0,14,14,940,48,48940
3122,TX,TX0940096,CRWA WELLS RANCH,Large,43,0,0.0,0,0,0.0,0,43,43,940,48,48940
3123,TX,TX0940097,SHADY MEADOWS MOBILE HOME PARK,Small,31,0,0.0,0,0,31.0,0,0,31,940,48,48940
3124,TX,TX1010003,CITY OF BAYTOWN,Medium,24965,0,0.0,0,0,24965.0,0,0,24965,010,48,48010
3125,TX,TX1010013,CITY OF HOUSTON,Large,494645,0,0.0,0,0,297898.0,196747,0,494645,010,48,48010
3126,TX,TX1010014,CITY OF HUMBLE,Medium,17,0,0.0,16,1,0.0,0,0,17,010,48,48010
3127,TX,TX1010056,CLEAR LAKE CITY WATER AUTHORITY,Large,25196,0,0.0,0,0,0.0,0,25196,25196,010,48,48010
3128,TX,TX1010062,CITY OF SEABROOK,Medium,4121,0,0.0,0,0,4121.0,0,0,4121,010,48,48010
3129,TX,TX1010238,HARRIS COUNTY FWSD 51,Medium,3467,0,0.0,0,0,3467.0,0,0,3467,010,48,48010
3130,TX,TX1010293,CITY OF PASADENA,Medium,36265,0,0.0,0,0,0.0,0,36265,36265,010,48,48010
3131,TX,TX1010359,HARRIS COUNTY WCID 109,Medium,3484,0,0.0,0,0,3484.0,0,0,3484,010,48,48010
3132,TX,TX1010418,CLEAR BROOK CITY MUD,Medium,6030,0,0.0,0,0,0.0,0,6030,6030,010,48,48010
3133,TX,TX1010495,MALCOMSON ROAD UTILITY DISTRICT,Medium,2415,0,0.0,0,0,2415.0,0,0,2415,010,48,48010
3134,TX,TX1010581,HARRIS COUNTY MUD 81,Medium,3828,0,0.0,0,0,3828.0,0,0,3828,010,48,48010
3135,TX,TX1010769,HARRIS COUNTY WCID 21,Medium,4581,0,0.0,0,0,4581.0,0,0,4581,010,48,48010
3136,TX,TX1010914,HIGHLAND MEADOWS MOBILE HOME PARK,Small,29,0,0.0,0,0,0.0,0,29,29,010,48,48010
3137,TX,TX1011253,AZALEA ESTATES MOBILE HOME COMMUN,Small,23,0,0.0,0,0,0.0,23,0,23,011,48,48011
3138,TX,TX1011430,HARRIS COUNTY MUD 157,Medium,3976,0,0.0,0,0,3976.0,0,0,3976,011,48,48011
3139,TX,TX1011533,HARRIS COUNTY PCT 4 DENNIS JOHNSTON PARK,Small,10,0,0.0,0,0,10.0,0,0,10,011,48,48011
3140,TX,TX1011599,NORTHWEST HARRIS COUNTY MUD 9,Medium,2616,0,0.0,0,0,0.0,0,2616,2616,011,48,48011
3141,TX,TX1011833,CASTLEWOOD MUD,Small,837,0,0.0,0,0,0.0,837,0,837,011,48,48011
3142,TX,TX1011865,TASFIELD,Small,68,0,0.0,0,0,68.0,0,0,68,011,48,48011
3143,TX,TX1011914,HARRIS COUNTY MUD 185,Medium,1547,0,0.0,0,0,1547.0,0,0,1547,011,48,48011
3144,TX,TX1013298,North Harris County Regional Water Authority,Large,56,0,0.0,0,0,0.0,0,56,56,013,48,48013
3145,TX,TX1013303,WEST HARRIS COUNTY REGIONAL WATER AUTHOR,Large,41,0,0.0,0,0,0.0,0,41,41,013,48,48013
3146,TX,TX1020018,NORTH HARRISON WSC,Small,523,0,0.0,0,0,0.0,0,523,523,020,48,48020
3147,TX,TX1020056,GUM SPRINGS RV PARK,Small,33,0,0.0,0,0,0.0,0,33,33,020,48,48020
3148,TX,TX1020061,BIG OAK MHP,Small,243,0,0.0,0,0,243.0,0,0,243,020,48,48020
3149,TX,TX1020074,HARLETON WSC,Medium,1480,0,0.0,0,0,1480.0,0,0,1480,020,48,48020
3150,TX,TX1020078,WEST HARRISON WSC,Small,596,0,0.0,0,0,0.0,0,596,596,020,48,48020
3151,TX,TX1020080,JOHNSON MOBILE HOME PARK,Small,28,0,0.0,0,0,0.0,0,28,28,020,48,48020
3152,TX,TX1050001,CITY OF SAN MARCOS,Large,37255,0,0.0,0,0,0.0,0,37255,37255,050,48,48050
3153,TX,TX1050070,SAINT STEPHENS EPISCOPAL CHURCH & SCHOOL,Small,10,0,0.0,0,0,0.0,0,10,10,050,48,48050
3154,TX,TX1080006,MCALLEN PUBLIC UTILITY,Large,56303,0,0.0,0,0,0.0,0,56303,56303,080,48,48080
3155,TX,TX1080007,CITY OF MERCEDES,Medium,4719,0,0.0,0,0,4719.0,0,0,4719,080,48,48080
3156,TX,TX1080008,CITY OF MISSION,Medium,28028,0,0.0,0,0,28028.0,0,0,28028,080,48,48080
3157,TX,TX1080011,CITY OF WESLACO,Medium,12342,0,0.0,0,0,12342.0,0,0,12342,080,48,48080
3158,TX,TX1080029,NORTH ALAMO WSC,Large,46285,0,0.0,0,0,0.0,0,46285,46285,080,48,48080
3159,TX,TX1160004,CITY OF GREENVILLE,Medium,11773,0,0.0,0,0,11773.0,0,0,11773,160,48,48160
3160,TX,TX1160052,COMBINED CONSUMERS SUD,Medium,4719,0,0.0,0,0,4719.0,0,0,4719,160,48,48160
3161,TX,TX1230001,CITY OF BEAUMONT WATER UTILITY DEPT,Large,59201,0,0.0,0,0,42087.0,17114,0,59201,230,48,48230
3162,TX,TX1230021,WEST JEFFERSON COUNTY MWD,Medium,3126,0,0.0,0,0,2813.0,313,0,3126,230,48,48230
3163,TX,TX1260010,OAKVIEW FARMS SUBDIVISION,Small,85,0,0.0,0,0,85.0,0,0,85,260,48,48260
3164,TX,TX1260066,MANSFIELD SOUTH,Small,88,0,0.0,0,0,88.0,0,0,88,260,48,48260
3165,TX,TX1260068,THOMAS ACRES,Small,54,0,0.0,0,0,54.0,0,0,54,260,48,48260
3166,TX,TX1260080,BELL MANOR SUBDIVISION,Small,24,0,0.0,0,0,0.0,24,0,24,260,48,48260
3167,TX,TX1260088,NORTH WHISPERING MEADOWS WATER,Small,24,0,0.0,0,0,24.0,0,0,24,260,48,48260
3168,TX,TX1260116,TRIPLE H ESTATES,Small,23,0,0.0,0,0,23.0,0,0,23,260,48,48260
3169,TX,TX1290003,CITY OF KAUFMAN,Medium,2672,0,0.0,0,10,2662.0,0,0,2672,290,48,48290
3170,TX,TX1330031,TEXAS CATHOLIC BOYS CAMP,Small,9,0,0.0,0,0,9.0,0,0,9,330,48,48330
3171,TX,TX1450018,CONCORD-ROBBINS WSC,Medium,1573,0,0.0,0,0,1573.0,0,0,1573,450,48,48450
3172,TX,TX1500002,LLANO COUNTY MUD 1,Small,249,0,0.0,0,0,249.0,0,0,249,500,48,48500
3173,TX,TX1500006,3 G WSC,Small,275,0,0.0,0,0,275.0,0,0,275,500,48,48500
3174,TX,TX1500010,CITY OF SUNRISE BEACH VILLAGE,Small,1030,0,0.0,0,20,1010.0,0,0,1030,500,48,48500
3175,TX,TX1500033,BLUEBONNET COVE MOBILE HOME PARK,Small,40,0,0.0,0,0,40.0,0,0,40,500,48,48500
3176,TX,TX1500043,PECAN UTILITIES OAK RIDGE SUBDIVISION,Small,197,0,0.0,0,0,197.0,0,0,197,500,48,48500
3177,TX,TX1500126,DEERHAVEN WCID,Small,116,0,0.0,0,0,116.0,0,0,116,500,48,48500
3178,TX,TX1520002,LUBBOCK PUBLIC WATER SYSTEM,Large,95000,0,0.0,0,0,0.0,0,95000,95000,520,48,48520
3179,TX,TX1550008,CITY OF WACO,Large,90527,0,0.0,0,0,0.0,0,90527,90527,550,48,48550
3180,TX,TX1550033,CITY OF LACY LAKEVIEW,Medium,2950,0,0.0,0,0,2950.0,0,0,2950,550,48,48550
3181,TX,TX1650001,CITY OF MIDLAND WATER PURIFICATION PLANT,Large,76804,0,0.0,0,0,0.0,0,76804,76804,650,48,48650
3182,TX,TX1650133,MIDLAND COUNTY FWSD 1,Large,1,0,0.0,0,0,0.0,0,1,1,650,48,48650
3183,TX,TX1700197,SJRA THE WOODLANDS,Large,34188,0,0.0,0,0,0.0,0,34188,34188,700,48,48700
3184,TX,TX1700822,SJRA GRP SW TREATMENT PLANT,Large,18,0,0.0,0,0,0.0,0,18,18,700,48,48700
3185,TX,TX1770002,CITY OF SWEETWATER,Medium,6120,0,0.0,0,0,6059.0,61,0,6120,770,48,48770
3186,TX,TX1780003,CITY OF CORPUS CHRISTI,Large,104633,0,0.0,0,0,0.0,0,104633,104633,780,48,48780
3187,TX,TX1840008,WALNUT CREEK SUD,Medium,8530,0,0.0,0,0,8530.0,0,0,8530,840,48,48840
3188,TX,TX1880001,AMARILLO MUNICIPAL WATER SYSTEM,Large,75797,0,0.0,0,0,75797.0,0,0,75797,880,48,48880
3189,TX,TX1970003,CANADIAN RIVER MWA,Large,81,0,0.0,0,0,0.0,0,81,81,970,48,48970
3190,TX,TX1990004,BLACKLAND WSC,Medium,1718,0,0.0,0,0,1718.0,0,0,1718,990,48,48990
3191,TX,TX2120004,CITY OF TYLER,Large,46709,0,0.0,0,0,0.0,0,46709,46709,120,48,48120
3192,TX,TX2140004,UNION WSC,Medium,2080,0,0.0,0,0,2080.0,0,0,2080,140,48,48140
3193,TX,TX2150023,WEST CENTRAL TEXAS MWD,Large,1,0,0.0,0,0,0.0,0,1,1,150,48,48150
3194,TX,TX2200001,CITY OF ARLINGTON,Large,106951,0,0.0,0,0,106951.0,0,0,106951,200,48,48200
3195,TX,TX2200012,CITY OF FORT WORTH,Large,281722,116,0.0,1034,624,279217.0,731,0,281722,200,48,48200
3196,TX,TX2200018,CITY OF MANSFIELD,Large,27279,0,0.0,0,0,0.0,0,27279,27279,200,48,48200
3197,TX,TX2200054,CITY OF HURST,Medium,17280,0,0.0,0,0,17280.0,0,0,17280,200,48,48200
3198,TX,TX2200199,TRA TARRANT COUNTY WATER PROJECT,Large,109067,0,0.0,0,0,0.0,0,109067,109067,200,48,48200
3199,TX,TX2200367,TARRANT REGIONAL WATER DISTRICT,Large,1,0,0.0,0,0,0.0,0,1,1,200,48,48200
3200,TX,TX2210001,CITY OF ABILENE,Large,56998,0,0.0,0,0,0.0,0,56998,56998,210,48,48210
3201,TX,TX2260001,CITY OF SAN ANGELO,Large,39667,0,0.0,0,0,0.0,0,39667,39667,260,48,48260
3202,TX,TX2270001,CITY OF AUSTIN WATER & WASTEWATER,Large,262000,0,0.0,2000,0,218000.0,42000,0,262000,270,48,48270
3203,TX,TX2270033,MANVILLE WSC,Medium,11403,0,0.0,0,0,0.0,0,11403,11403,270,48,48270
3204,TX,TX2350002,CITY OF VICTORIA,Medium,29791,0,0.0,0,0,29791.0,0,0,29791,350,48,48350
3205,TX,TX2400001,CITY OF LAREDO,Large,86372,0,0.0,0,0,0.0,0,86372,86372,400,48,48400
3206,TX,TX2430001,CITY OF WICHITA FALLS,Large,25000,0,0.0,0,777,11923.0,12300,0,25000,430,48,48430
3207,TX,TX2460001,CITY OF GEORGETOWN,Large,49839,0,0.0,0,0,49839.0,0,0,49839,460,48,48460
3208,TX,TX2460003,CITY OF ROUND ROCK,Large,36721,0,0.0,0,0,0.0,0,36721,36721,460,48,48460
3209,TX,TX2460005,CITY OF FLORENCE,Small,537,0,0.0,0,300,237.0,0,0,537,460,48,48460
3210,TX,TX2460007,CITY OF HUTTO,Medium,12496,0,0.0,0,0,6248.0,6248,0,12496,460,48,48460
3211,TX,TX2460009,CITY OF CEDAR PARK,Medium,26342,0,0.0,0,2,26340.0,0,0,26342,460,48,48460
3212,TX,TX2460166,BRUSHY CREEK REGIONAL UTILITY AUTHORITY,Large,28272,0,0.0,0,0,0.0,0,28272,28272,460,48,48460
3213,UT,UTAH03010,LOGAN CITY WATER SYSTEM,Medium,10182,0,0.0,0,0,0.0,0,10182,10182,H03,49,49H03
3214,UT,UTAH03015,NORTH LOGAN CITY,Medium,2750,0,0.0,0,0,2500.0,250,0,2750,H03,49,49H03
3215,UT,UTAH03020,SMITHFIELD CITY,Medium,4031,0,2.0,0,0,8.0,4021,0,4031,H03,49,49H03
3216,UT,UTAH03022,WELLSVILLE CITY WATER SYSTEM,Medium,1183,0,0.0,0,0,0.0,0,1183,1183,H03,49,49H03
3217,UT,UTAH06013,WEBER BASIN WCD - SOUTH,Large,14,0,0.0,0,0,0.0,0,14,14,H06,49,49H06
3218,UT,UTAH06014,WEST BOUNTIFUL CITY WATER SYSTEM,Medium,1754,0,0.0,0,0,0.0,0,1754,1754,H06,49,49H06
3219,UT,UTAH06015,BOUNTIFUL CITY WATER SYSTEM,Medium,11059,0,0.0,3677,2,7380.0,0,0,11059,H06,49,49H06
3220,UT,UTAH06018,LAYTON CITY WATER SYSTEM,Medium,20661,0,492.0,0,262,19907.0,0,0,20661,H06,49,49H06
3221,UT,UTAH07050,CENTRAL UTAH WCD - DUCHESNE VALLEY,Medium,3,0,0.0,0,0,0.0,0,3,3,H07,49,49H07
3222,UT,UTAH11031,THUNDER RIDGE SCOUT CAMP,Small,35,0,0.0,0,0,35.0,0,0,35,H11,49,49H11
3223,UT,UTAH18006,WATERPRO INC,Medium,4830,0,0.0,0,0,0.0,0,4830,4830,H18,49,49H18
3224,UT,UTAH18007,GRANGER-HUNTER IMPROVEMENT DISTRICT,Large,27897,0,0.0,0,0,8817.0,19080,0,27897,H18,49,49H18
3225,UT,UTAH18011,KEARNS IMPROVEMENT DISTRICT,Medium,14144,0,0.0,0,3307,10837.0,0,0,14144,H18,49,49H18
3226,UT,UTAH18016,METROPOLITAN WATER DISTRICT,Large,29,0,0.0,0,0,0.0,0,29,29,H18,49,49H18
3227,UT,UTAH18020,WEST JORDAN CITY WATER SYSTEM,Large,2001,0,0.0,0,1,0.0,2000,0,2001,H18,49,49H18
3228,UT,UTAH18021,TAYLORSVILLE-BENNION ID,Medium,17221,0,79.0,0,0,15675.0,1467,0,17221,H18,49,49H18
3229,UT,UTAH18023,SOUTH JORDAN CITY,Medium,16709,0,0.0,0,0,0.0,0,16709,16709,H18,49,49H18
3230,UT,UTAH18024,MURRAY CITY WATER SYSTEM,Medium,9997,0,0.0,0,0,0.0,0,9997,9997,H18,49,49H18
3231,UT,UTAH18026,SALT LAKE CITY WATER SYSTEM,Large,87042,2,0.0,0,0,8327.0,78713,0,87042,H18,49,49H18
3232,UT,UTAH18027,JORDAN VALLEY WCD,Large,8939,0,0.0,0,0,0.0,0,8939,8939,H18,49,49H18
